index	sample-1	sample-2	sample-3	sample-4	sample-5	sample-6	sample-7	sample-8	sample-9	sample-10	sample-11	sample-12	sample-13	sample-14	sample-15	sample-16	sample-17	sample-18	sample-19	sample-20	sample-21	sample-22	sample-23	sample-24	sample-25	sample-26	sample-27	sample-28	sample-29	sample-30	sample-31	sample-32	sample-33	sample-34	sample-35	sample-36	sample-37	sample-38	sample-39	sample-40	sample-41	sample-42	sample-43	sample-44	sample-45	sample-46	sample-47	sample-48	sample-49	sample-50	sample-51	sample-52	sample-53	sample-54	sample-55	sample-56	sample-57	sample-58	sample-59	sample-60	sample-61	sample-62	sample-63	sample-64	sample-65	sample-66	sample-67	sample-68	sample-69	sample-70	sample-71	sample-72	sample-73	sample-74	sample-75	sample-76	sample-77	sample-78	sample-79	sample-80	sample-81	sample-82	sample-83	sample-84	sample-85	sample-86	sample-87	sample-88	sample-89	sample-90	sample-91	sample-92	sample-93	sample-94	sample-95	sample-96	sample-97	sample-98	sample-99	sample-100	sample-101	sample-102	sample-103	sample-104	sample-105	sample-106	sample-107	sample-108	sample-109	sample-110	sample-111	sample-112	sample-113	sample-114	sample-115	sample-116	sample-117	sample-118	sample-119	sample-120
g__Lachnobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000545521	0.000826544	0	0.001437993	0	0	0	0.000158692	0	0	0.000383347	0.00022945	0.001975052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136621	0.000243368	0	0.000254518	0.000199548	0.000909032	0	0.000237361	0	0	0	0	0	0	8.69E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000173883	0	0
g__Lachnospira	0	0	0	0	0.000142288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004852358	0.008744115	0.009894459	0.009913655	0.013502966	0.005357706	0.017514496	0.010546733	0.016530877	0.015966609	0.009123816	0.005485995	0.010728433	0.008006863	0.009838927	0.006963408	0.02579757	0.004983516	0.033212872	0.024948025	0.018077624	0.00115529	0.000865551	0.001064558	0.0014363	0.00213774	0.001508442	0	0.000616561	0.000296516	0.00373444	0.012901699	0.01052882	0.006376196	0.013264178	0.003347223	0.00413726	0.005827327	0.015949775	0.004922176	0.012661515	0.004405903	0.008901021	0.041416221	0.01596146	0.005852048	0.015603533	0.023037771	0.034941857	0.016381333	0.010021067	0.004194947	0.005549238	0.010950799	0.017438765	0.009025377	0.01013777	0.003945857	0.008997147	0.009781903	0.001524833	0.002668787	0.001285284	0.001172161	0.002615385	0.004553656	0.001124859	0.003212148	0.001261193	0.001733947	0.001240449	0.001433327	0.00095288	0.001773372	0.000964785	0.000619788	0.002218082	0.001940094	0.000756895	0.001886699	0.001045478	0.000671216	0.000727689	0.002426518	0.001076358	0.000873983	0.000939278	0.001043297	0.001206652	0.002729354
g__Oribacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104723	0	0	0	0.000828451	0.00052849	0	0.000319795	0.000312207	0.000840424	0.000358659	0.00036368	0.000472311	0.000331257	0.000198344	0.000258164	0.000275088	0.003503003	0.000317385	0.000273075	0.000418986	0.000383347	0.000344175	0.001091476	0.000208388	0	0	0	0.00014363	0	0	0	0.000123312	9.88E-05	0.002697095	0.000591821	0	0	0.00025508	0.000546485	0.000324491	0	0.000339357	0	0.000259723	0	0.000593401	0.001317415	0.000174125	0.000100035	0	0.000401822	0	0.000434518	0.000170814	9.43E-05	0	0	0.00013312	0	0	0	0	0	0	0	0	0	0	8.59E-05	0.000140607	0	0	0	0	0	0	9.09E-05	0	0	0	0	9.46E-05	9.93E-05	0	0.000167804	0	0.00013735	0	0	0	0	0.000104926	0.000176087
g__Robinsoniella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000192548	0	0	0	0	9.73E-05	0	0.000801529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.80E-05
g__Roseburia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017279129	0.009560872	0.012113217	0.01918772	0.02521074	0.044857653	0.029828442	0.021214693	0.037312552	0.014707831	0.032230872	0.009164838	0.009628081	0.021089505	0.026977704	0.008738394	0.036451787	0.026604309	0.021052028	0.058783784	0.012815837	0.002695677	0.000432776	0.002585355	0.001196917	0.001386642	0.000681232	0.000181802	0.000493249	0.001828515	0.022510373	0.056104634	0.014395336	0.029259653	0.042598419	0.056902794	0.030664395	0.028829934	0.042758972	0.016961554	0.025387962	0.031750472	0.028127225	0.399752985	0.051889256	0.009753414	0.044553484	0.01272435	0.025672715	0.0155992	0.006263167	0.009851056	0.006458949	0.013597675	0.007765353	0.019281486	0.057031453	0.009090455	0.017043376	0.013824425	0.0019605	0.000908523	0.00074151	0.000805861	0.001846154	0.008076295	0.002038808	0.002092763	0.002690545	0.001950691	0.002034336	0.001895691	0.00285864	0.000909422	0.001491032	0.001070543	0.000887233	0.002318649	0.001182648	0.001787399	0.001246532	0.000894955	0.000779666	0.002060251	0.000569837	0.000928607	0.000828775	0.000695531	0.000157389	0.004754358
g__Ruminococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000158692	0	0	0	0	0	0	0.000192548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.89E-05	0	0	0	0	0	0	0	0	9.25E-05	0	0	0.000131562	0	0	0	0	0	0	0	0	0	0	0	0.000110503	0	0	0
g__Shuttleworthia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000532576	0.00052849	0.00149916	0.005676367	0.001639088	0.000735371	0.001315082	0.000787974	0.000413272	0.001192527	0.000545446	0.001032658	0.001265405	0.000714898	0.001586924	0.000409612	0.002394206	0.000306678	0.003556473	0.000571726	0.000573066	0.000577645	0	0	0	0	0	0.000181802	0	0.000148258	0.006327801	0.00224892	0.00636488	0.001629472	0.001360429	0.000546485	0.000324491	0.000383377	0.000424196	0.000598643	0.000194793	0.003286943	0.002848327	0.001729107	0.001160833	0.001150403	0.002944063	0.003281543	0.002640301	0.001347006	0.00079713	0.00155543	0.000864226	0.001193689	0.00115371	0.001582371	0.001039771	0.001198741	0.000219443	0.001946399	0	0	0.00024717	0	0	0.000128877	0	0	8.41E-05	0	0	0	0.001143456	0	0.000306977	0	0	0	0	0	0	0	0.000207911	0	0	0	0	0.000173883	0	0
g__[Ruminococcus]	0	0	0	0	0	0	0	0	0.00037403	0	0	0	0	0	0	0	0	0	0.00011909	0	0.000431646	0	0	0	0	0	0	0	0	0	0.005444109	0.001729605	0.002398657	0.003277902	0.00343428	0.0051476	0.005499432	0.001515335	0.001594049	0.002981317	0.002429712	0.00406609	0.002200704	0.00464684	0.002221693	0.005939377	0.00604537	0.011500422	0.003441748	0.002027027	0.006095337	0.002888226	0.001370456	0.006083188	0.00244171	0.000866651	0.002238334	0.000181802	0.001048153	0.000642451	0.000414938	0.000414275	0.000178455	0.000354233	0.001785562	0.000956349	0.000324491	0.004063794	0.001866463	0.007117201	0.000973963	0.000349675	0.001305483	0.001811445	0.004062917	0.004501576	0.004317959	0.023372623	0.00398854	0.004388633	0.002562205	0.002545249	0.001137139	0.004722857	0.003106141	0.003340561	0.008942033	0.006043654	0.002194426	0.029295803	0.005518443	0.00085174	0.00049434	0.001465201	0.003230769	0.003737434	0.003233971	0.000973378	0.002648505	0.002004877	0.001041977	0.001572036	0.00023822	0.002000728	0.001140201	0.003549696	0.00243989	0.002555245	0.002128767	0.0005958	0.001005268	0.002069583	0.000259889	0.00096145	0.002595923	0.000491615	0.001215537	0.001912711	0.001731284	0.002069026
g__Peptococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000341344	0.000299276	0.000153339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000150053	0	0.000133941	0.00016853	0.000521422	0.000113876	0.000659879	0	0	0.000266241	0.000293032	0.000103977	0	0	9.98E-05	0	0	0	0	0	0	0	0	0	0	0	0.000138709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000110503	0	0	0
g__rc4-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000193623	0	0.00021447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001022047	0	0	0	0	0	0	0	0	0	0	0	0.001191599	0	0	0	0	0	0	0	0	0	0
Unclassified_25(f__Peptostreptococcaceae)	0	0.005644629	0.001745201	0.003355022	0	0.005439363	0.000678887	0	0.000187015	0	0.002296251	0.000183125	0.000292398	0	0.002221932	0	0	0.005093963	0	0	0	0	0.001363609	0	0	0	0.001291584	0	0	0.002622974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000399095	0.000324654	0.00083922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002905441
Unclassified_50(f__Peptostreptococcaceae)	0.000372116	0	0	0.000305002	0	7.66E-05	0.000127291	0	6.23E-05	0.000457631	0	0	0	0	0.000196053	0.000433571	0.000399543	0.000240931	0.001309992	0	0.000215823	0.002369438	0.000207506	0.000643348	0.000231382	0.000321958	0.000279261	0.001121542	0.000521853	0.000395243	0.000591751	0.000816758	0.002458623	0.001918772	0.00343428	0.004622334	0.002988822	0.001333495	0.00253867	0.006558898	0.005900729	0.002065316	0.000935299	0.001715756	0.002935809	0.002048061	0.002274496	0.006823584	0.005219985	0.002338877	0.00369888	0.002214306	0.000649163	0.000912478	0.001915067	0.001213312	0.001313805	0.002272521	0.003391085	0.010427477	0.001970954	0.001657099	0.001784546	0.001416932	0.003401071	0.002595806	0.003326032	0.005137249	0.003478408	0.006585074	0.001688202	0.003286943	0.002848327	0.00362289	0.004527251	0.004701646	0.007458292	0.041320654	0.003876187	0.008125489	0.004213403	0.007352941	0.002365249	0.003113971	0.005369187	0.006798336	0.005718742	0.002297588	0.002633311	0.0169187	0.002831833	0.004769746	0.002768303	0.001025641	0.002410256	0.002577541	0.002601237	0.002579452	0.001219153	0.004768355	0.003721346	0.001941927	0.005383772	0.004137868	0.003332895	0.002648186	0.003016591	0.005820281	0.002932968	0.001588799	0.00056295	0.003244211	0.002494932	0.002563868	0.00183614	0.007920468	0.002375822	0.000956355	0.00183621	0.001320655
g__Clostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001732935	0.002668782	0.007908144	0.000813903	0.002253293	0.000778551	0	0.009618349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000580889	0.000397479	0.000296604	0.001098901	0.000410256	0.000386631	0.000421822	9.73E-05	0.001050994	0.000541859	0.003324402	0.010079527	0.0035733	0.002319025	0.001666447	0.005972504	0.001020318	9.46E-05	0.001939543	0.000992999	0.002372432	0.001845844	0.000363844	0.002197601	0.000759782	0.000819359	0.000773523	0.001999652	0.000419705	0.000924459
g__Peptostreptococcus	0	0	0	0	0	0	0	0.000116239	0	0	0	0	0	0	0	0	0	0	0	0.00036137	0	0.00016229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000444774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified_26(f__Ruminococcaceae)	0.000124039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000246655	0	0	0	0	0	0	0	0	0	0.023255814	0.017103872	0.018049892	0.015909818	0.020995941	0.019224708	0.015422321	0.014486604	0.017711654	0.019345435	0.022164923	0.018329676	0.025088028	0.023234201	0.0176942	0.037684326	0.014125816	0.03235452	0.012734469	0.025519751	0.032247981	0.022720709	0.038877669	0.021595316	0.174606214	0.019528542	0.024183738	9.09E-05	0.045748813	0.005584383	0.00280083	0.004675386	0.003807031	0.001700319	0.004251339	0.008675456	0.005759714	0.00544395	0.006787138	0.004589597	0.013051101	0.007133366	0.012698789	0.006587073	0.006384584	0.014355024	0.008537782	0.046946156	0.013313859	0.00886417	0.007288049	0.008719834	0.021378212	0.007473531	0.012113951	0.008673738	0.004315051	0.011537885	0.011191573	0.016669162	0.016845774	0.01538811	0.017400761	0.026520147	0.028512821	0.02796632	0.013568616	0.023361075	0.017698743	0.026280141	0.012255632	0.016413908	0.006622517	0.016187705	0.022453186	0.092968222	0.012243812	0.004968533	0.008278537	0.012263542	0.007680244	0.022933214	0.008212485	0.011766322	0.011396733	0.014147594	0.044698602	0.039471396	0.033051781	0.068674062
Unclassified_27(f__Ruminococcaceae)	0	0	0.00010577	0	0	0	8.49E-05	0	0.000311692	0	0	0	0	0	0	0	0	0	0.000178635	0	0.000246655	0	0	0	0	0	0	0	0	0	0.131013669	0.159315845	0.18151835	0.164934442	0.128161099	0.137514445	0.122721023	0.158807128	0.102904711	0.158009805	0.112659295	0.106686459	0.211927817	0.109951387	0.12965167	0.160977608	0.110193332	0.153568964	0.087076235	0.153638254	0.199062256	0.046115336	0.058857473	0.064329709	0.022741418	0.052519066	0.011824242	0.000272702	0.064923855	0.005386706	0.204253112	0.079008108	0.172684552	0.139284449	0.089533203	0.136553043	0.078364566	0.103895108	0.124968185	0.194425968	0.045516525	0.130848311	0.252314265	0.075833676	0.159382437	0.282748962	0.208047105	0.152893115	0.175776642	0.197097419	0.159710756	0.299585219	0.432613145	0.146200955	0.195509407	0.262673621	0.205822719	0.279406623	0.171384683	0.222388581	0.045817601	0.018113679	0.023678877	0.028278388	0.033794872	0.037932812	0.028332396	0.021706332	0.018539538	0.024437822	0.022278456	0.022563344	0.01867645	0.022371772	0.033986756	0.044343025	0.028657617	0.036199309	0.019915795	0.019115238	0.010414572	0.043629041	0.024117678	0.024539877	0.022856781	0.027093462	0.068401569	0.06451052	0.06473952	0.104419792
g__Anaerofilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000159898	0	0.000315159	0	0	0	0	0.000198344	0	0	0.000285959	0	0	5.99E-05	0.000153339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000150053	0	0	0	0	0	0.000141403	0	0	0	0.000117213	0.000155966	0	0	0	0	0	0	0	0.000102564	0	0	0	0	0.000108372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Butyricicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001893603	0.001921783	0.007076037	0.003837544	0.002419607	0.001260637	0.002749716	0.000606134	0.002656748	0.001457533	0.00049586	0.001032658	0.001540493	0.002859594	0.001586924	0.00054615	0.001496379	0.000536686	0.000803075	0.000883576	0.000260485	0	0.000144259	0	0.000191507	0.00017333	0.000243297	0	0.000123312	0	0.00280083	0.000591821	0.000832788	0.000991853	0.000340107	0.000546485	0	0.000690078	0.001187749	0.000798191	0.000194793	0.001258829	0.003204367	0.001646768	0.000464333	0.000100035	0.001373896	0.000133941	0.000786473	0.001042843	0.000512441	0.000612745	0.000500341	0.000311397	0.000621228	0.000703276	0.00109176	0.000549423	0.00087777	0.00084843	0.001524833	0.000397479	0.002026793	0.00043956	0.000564103	0.001245811	0.000913948	0.001119385	0.000840795	0.000541859	0	0.000184945	0.001476964	9.09E-05	0.000526247	0.000112689	0.000221808	0.000283916	0.000189224	0.00014895	0	0	0.000103956	0.000732534	0.00012663	0	0.000552517	0	0.000629558	0.000836415
g__Faecalibacterium	0	0	0.00010577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004142257	0.003170943	0.009894459	0.007435241	0.011941929	0.009769934	0.005678761	0.004121712	0.003955603	0.025175566	0.003371845	0.004969666	0.005171655	0.010794967	0.005633579	0.00791917	0.006344646	0.004523499	0.005736247	0.004417879	0.003646783	0.00182921	0.000721293	0.000912478	0.00129267	0.000982205	0.001167826	9.09E-05	0.00172637	0.000691871	0.021576763	0.00787122	0.006067456	0.006305349	0.015474875	0.010998019	0.007868906	0.011194602	0.006956817	0.009711321	0.003116681	0.007762781	0.007595538	0.01918485	0.011260085	0.009303256	0.01138371	0.032614519	0.018201225	0.006561224	0.003302397	0.007023002	0.003820787	0.003321569	0.0050142	0.004688507	0.008526124	0.004395385	0.005998098	0.008833658	0.005881499	0.001760263	0.002422265	0.001831502	0.003435897	0.003136008	0.002249719	0.004672215	0.002396267	0.005256028	0.000446561	0.001387091	0.005050264	0.000818479	0.001140201	0.00180302	0.001064679	0.002413287	0.000993424	0.001042649	0.000442318	0.001901779	0.000883622	0.001739767	0.001329619	0.001092478	0.001491795	0.001651887	0.001154189	0.001320655
g__Gemmiger	0	0	0	0	0	0	0	0	6.23E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01508965	0.014125108	0.013312545	0.009913655	0.027396191	0.013972056	0.012194393	0.013213723	0.008324478	0.011859017	0.024297119	0.014199045	0.015074824	0.013154132	0.006347695	0.00423266	0.016998863	0.01617726	0.00998107	0.018762994	0.014274551	0.007509387	0.003245817	0.004030112	0.037200172	0.004044373	0.046177802	0.000409054	0.00425427	0.000938967	0.016078838	0.009765047	0.002914758	0.001983705	0.013434232	0.008265592	0.01452097	0.010121147	0.009162637	0.007117201	0.013051101	0.003077138	0.015309756	0.010292301	0.019560044	0.012104236	0.07939156	0.057594428	0.015897983	0.057704006	0.01315265	0.016355581	0.011098476	0.014064771	0.040024849	0.021391315	0.024434624	0.008541032	0.015799868	0.018815192	0.010819053	0.008517404	0.005289436	0.008791209	0.009641026	0.014219435	0.004147919	0.010512484	0.006348005	0.01295042	0.003969435	0.004207509	0.007861261	0.003683158	0.002368109	0.006028848	0.002750421	0.000473194	0.001844931	0.003177598	0.001246532	0.002461125	0.003638443	0.001785551	0.001962771	0.001857213	0.00165755	0.001825769	0.002255915	0.006207079
g__Oscillospira	0.000372116	0	0	0	0	0	0	0	0.000249353	0	0	0	0	0	0	0	0	0	0	0	0.000462478	0	0	0	0	0	0	0	0	7.19E-05	0.015208	0.017632363	0.017210362	0.064039015	0.126522011	0.059144868	0.067666926	0.070857074	0.038847562	0.049291109	0.050577676	0.043371628	0.031194982	0.065413211	0.033960168	0.223784817	0.047943976	0.108027294	0.029426949	0.13497921	0.065433707	0.044286127	0.053592037	0.02927534	0.016182314	0.021319621	0.005693154	0.000227252	0.208335902	0.002668643	0.020228216	0.024974848	0.012134912	0.016294722	0.052886659	0.025070018	0.005435223	0.009277718	0.013065241	0.009977385	0.008051425	0.028673334	0.018988844	0.018361466	0.003366417	0.020007002	0.009617272	0.005692473	0.014044155	0.006039802	0.003814838	0.007494344	0.021014328	0.006020345	0.004614838	0.005567602	0.005042891	0.016332851	0.025674786	0.013574886	0.01328783	0.010504798	0.015324534	0.018534799	0.020102564	0.024400722	0.01117829	0.013967976	0.011182579	0.016364129	0.023320433	0.029360089	0.014769641	0.020325573	0.022540894	0.068007663	0.021914648	0.078360857	0.014995979	0.022044586	0.00973099	0.0767983	0.012942461	0.024082044	0.014245916	0.022505053	0.052931101	0.047817771	0.050522008	0.086678993
g__Ruminococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037872063	0.04348035	0.056728232	0.043492165	0.042069934	0.062926778	0.030127324	0.040853437	0.032353288	0.054789983	0.04145386	0.030398864	0.051661532	0.02830998	0.028643974	0.029833424	0.069431975	0.056888753	0.063901795	0.029106029	0.078457932	0.008760951	0.008150606	0.006767546	0.036146886	0.020337416	0.003308841	0.000363603	0.008015291	0.002718063	0.009958506	0.02420548	0.086193564	0.01842012	0.060113936	0.020015028	0.010221465	0.035040638	0.013743955	0.070972462	0.016362574	0.010909854	0.044149062	0.016303005	0.028150212	0.035012254	0.039941119	0.034020895	0.060333689	0.018684279	0.046176621	0.034407994	0.030020469	0.033059996	0.037495563	0.056906757	0.020587471	0.049498027	0.023553507	0.032889155	0.02323555	0.026176821	0.094023432	0.015238095	0.034717949	0.044935132	0.014271654	0.138025016	0.021692521	0.064697914	0.003274784	0.006935454	0.04831102	0.006138596	0.014340218	0.00591616	0.013530299	0.014148488	0.003879086	0.01568939	0.00402107	0.02024835	0.003846354	0.006501236	0.004178802	0.006227126	0.02016686	0.003912363	0.017942395	0.014615249
Unclassified_28(f__Veillonellaceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121227	0	0	0.000347102	0	0	0	0	0	0	0	0	0.000727651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000194793	0	0	0	0	0	0	0	0	0.000173807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Acidaminococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119933	0	0	0	0	0	0	0	0.000198344	0	0	0	0	0	0	0.000153339	0	0.0002079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000844101	0.00013987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Anaerovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000139631	0	0	0	0.0002367	9.61E-05	0.000119933	0	0.000234155	0	0	0.000121227	0.000118078	0	0.000148758	0	0	0	0	0.000136537	0.000658407	0	0.000172087	0.000831601	0	0	0	0	0	0	0	0	0	0	0.01473029	0.00112446	0.001011243	0.00063762	0.000850268	0.003278912	0.000811227	0.007897562	0.004157122	0.001263802	0.002727096	0.00069935	0.005815333	0.002305476	0	0	0	0	0	0	0	0.000188537	0	0	0.000177494	0	0	0	0.000146295	9.98E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109248	0	0	0	0
g__Dialister	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000532576	9.61E-05	0.000239866	0	0	0	0.000358659	0.00018184	0.000236155	0	0.000198344	0.000129082	0	0	0	0	0	0	0.000172087	0.000363825	0	0	0	0	0	0	0	0	0	0	0.001348548	0	0	0	0	0	0.000324491	0	0.000169678	0	0.000129862	0	0.000237361	0.00049403	0.000116083	0	0	0.001741227	0.000112353	0.000260711	0	0	9.10E-05	0	0.000798722	0.000175819	0.000571874	9.99E-05	0	0.000499077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.93E-05	0	0	0	0	0	0	0	0	0	0
g__Megamonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011835	0	0	0	0	0	0.000537988	0	0	0	0	0	0	0	0	0	0	0	0.000114725	0	0	0	0	0	0	0	0	0	0	0	0.005497925	0.000118364	0.000237939	0.000141693	0	0	0	0.000383377	0	0	0	0	0.00011868	0.000823384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.98E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Megasphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.31E-05	0	0	0.000769276	0	0	0	0.000156104	0.000210106	0	0.000787974	0.000177117	0	0.000396688	0	0.00022007	0	0	0.000819224	0.000418986	0.00291344	0.000114725	0.012733888	0.000364678	0	0	0	0	0	0	0	0	0	0.000207469	0.000355093	0	0	0.001785562	0.000819728	0.001297964	0.054746205	0.002375498	0.001263802	0.079670151	0.001258829	0.001186803	0.001317415	0	0	0	0	0	0.000217259	0	0	0	0	0.000221867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.53E-05	0	0	0	0	0	0	0	0	0.000167804	0	0	0	0	0	0	0	8.80E-05
g__Mitsuokella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311203	0	0	0	0.000170054	0	0	0	0.001696785	0	0.000649308	0	0	0	0	0.000100035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Phascolarctobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000295875	0.000576535	0.000419765	0.005596418	0.00343428	0.002626326	0.002271505	0.00266699	0.001180777	0.003908838	0.001140477	0.00174261	0.001100352	0.002144695	0.00166627	0.008123976	0.00778117	0.001763398	0.004187461	0.002338877	0.001406616	0.000481371	0	0.000456239	9.58E-05	0.000462214	0	0	0	0.000197677	0.005912863	0.006628396	0.002974243	0.003754871	0.004591446	0.014071999	0.007625537	0.001686858	0.008144566	0.004523081	0.001233686	0.004965382	0.002373606	0.006422396	0.002960125	0.011053869	0.008439647	0.026721136	0.014886804	0.001042843	0.000455503	0.002215309	0.003593359	0.000518995	0.001686191	0.007736037	0.000207954	0.000699266	0.001828688	0.001846584	0	0	9.89E-05	0.00014652	0.000153846	0.000214795	0.000210911	0	0.000126119	0.000162558	0.000297708	0.0005086	9.53E-05	0.000227355	0.000350831	0.000845166	0.000177447	0	0.00023653	0	8.04E-05	0.000111869	0.000103956	0.000503617	0	0.000109248	0.000939278	0.000956355	0.000262316	0.001056524
